date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:12:37	826/826	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/six.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/six.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:38	780/780	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/seven.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/sponsor/seven.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:38	81566/81566	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:46%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/lottery-details.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/lottery-details.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:38	3153/3153	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/lottery/one.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/lottery/one.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:38	2731/2731	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/lottery/three.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/lottery/three.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:38	2359/2359	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/lottery/two.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/lottery/two.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:39	3007/3007	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/lottery/four.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/lottery/four.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:39	2742/2742	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:38%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/left-th.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/left-th.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:39	965/965	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:14%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/chart.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/chart.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:39	26051/26051	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/authentication/thumb-sm.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/authentication/thumb-sm.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:40	7381/7381	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/authentication/circle.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/authentication/circle.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:40	58987/58987	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/authentication/thumb.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/authentication/thumb.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:40	10031/10031	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/authentication/numbers.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/authentication/numbers.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:40	4888/4888	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/spring.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/spring.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:40	2264/2264	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:04%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/rocket-sm.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/rocket-sm.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:41	42080/42080	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/lottery-bg.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/lottery-bg.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:41	490/490	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:02%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/visa.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/visa.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:41	494/494	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/apple.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/apple.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:41	529/529	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/bit.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/bit.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:42	473/473	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/dines.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/dines.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:42	549/549	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/discover.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/discover.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:42	597/597	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/gpay.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/gpay.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:42	425/425	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/mastercard.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/mastercard.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:42	574/574	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:02%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/paypal.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/paypal.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:43	488/488	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:02%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/verifone.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/verifone.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:43	492/492	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:00%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/payment/amex.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/payment/amex.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:43	4473/4473	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:04%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/right-wheel.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/right-wheel.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:43	3129/3129	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:09:38%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/left-wheel.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/left-wheel.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:44	16936/16936	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:12%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/top.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/top.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:44	6909/6909	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:08%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/right.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/right.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:44	5421/5421	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/bottom.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/bottom.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:44	2052/2052	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/card.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/testimonial/card.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:44	1157/1157	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:44%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/avatar/one.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/avatar/one.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:45	3019/3019	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:40%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/art.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/art.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:45	2986/2986	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:06%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/square.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/square.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:45	993/993	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:10:04%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/right-th.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/right-th.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
21:12:45	3060/3060	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2023:08:42%20GMT	https://wowtheme7.com/tf/betwins/betwins/assets/images/avatar/a-one.png	C:/Users/kyle-/Desktop/contest/contest/wowtheme7.com/tf/betwins/betwins/assets/images/avatar/a-one.png	(from https://wowtheme7.com/tf/betwins/betwins/index-three.html)
